Category,Manufacturer,Name,Conductivity {W/m-K},Thermal Diffusivity [mm2/s],Specific Heat {J/kg-K},Thermal Effusivity [Ws0.5/m2?K],Density {kg/m3},Roughness,Thermal Absorptance,Solar Absorptance,Visible Absorptance,Source,Date
Metal ,Thermtest,magnesium alloy az855(x) (wrought),79.496,43.1,1025,12111,1800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy az91a b (dc) (casting),54.392,29.3,1025,10045,1810,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy az91c(ac) (casting),54.392,29.3,1025,10045,1810,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy az92a(ac) (casting),54.392,29.1,1025,10087,1825,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy bz33a(ac ah) (casting),100.42,53.5,1025,13725,1830,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy ek30a h812 (casting),104.6,57,1025,13853,1790,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy ek33a h811 (casting),104.6,55.8,1025,14007,1830,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy ek41a(t5 t6) (casting),100.42,54.1,1025,13649,1810,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy hk31a(h24) (casting),112.97,61.6,1025,14397,1790,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy hk31a(o) (casting),104.6,57,1025,13853,1790,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy hk31a(t6) (casting),92.048,50.2,1025,12996,1790,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy hm21a(o h24) (wrought),138.07,75.7,1025,15872,1780,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy hm31a (wrought),104.6,56.1,1025,13969,1820,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy hz32a(ac) zt1 (casting),104.6,55.8,1025,14007,1830,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy m1(ac) (casting),129.7,71.9,1025,15296,1760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy m1(x s) (wrought),142.26,78.9,1025,16020,1760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy m1a (wrought),131.8,73.1,1025,15420,1760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy magnox a12(x) (wrought),117.15,65.3,1025,14496,1750,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy pe (wrought),108.78,60.3,1025,14009,1760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy za(ac) (casting),146.44,81.6,1025,16207,1750,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy ze10a(o h24) (wrought),135.98,75.4,1025,15662,1760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy ze41a(t5 ht) (casting),112.97,64.5,962,14066,1820,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zh42 (casting),112.97,63.1,962,14220,1860,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zh62a(ac) tz6 (casting),112.97,63.1,962,14220,1860,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zk20a (wrought),125.52,68,1025,15218,1800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zk51a h807 (casting),110.88,60,1021,14315,1810,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zk60a b zw6 (casting),117.15,61.2,1046,14975,1830,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zre0 (ez30) (casting),100.42,54.4,1025,13612,1800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zre1(aa) (casting),100.42,54.4,1025,13612,1800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zty(x) (hk11) (wrought),121.34,71.6,962,14336,1760,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zw1(x) (zk11) (wrought),133.89,72.6,1025,15717,1800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium alloy zw3(x) (zk31) (wrought),125.52,72.5,962,14745,1800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium aluminate (MgO.Al2O3) (100 d),15.062,5.15,812,6634,3600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium aluminate (MgO.Al2O3) (xtal),14.226,4.87,812,6447,3600,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Plastic ,Thermtest,magnesium oxide (MgO) (polyxtal 100 d),61.923,18.8,921,14285,3580,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Solid ,Thermtest,magnesium oxide (MgO) (single crystal),69.036,21,921,15083,3580,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium silicide (Mg2Si),7.908,4.8,837,3611,1970,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal Solid ,Thermtest,magnesium sulfate (MgSO4) (crystal),2.51,0.75,1255,2895,2660,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,magnesium titanate porcelain,1.883,0.86,753,2028,2900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Timber ,Thermtest,mahogany wood (across grain),0.13,0.1,2301,401,540,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese,6.694,1.88,481,4882,7400,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese oxide (Mn3O4) (87 pc dense),4.184,1.59,628,3321,4200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese oxide (MnO) (single xtal),10.042,3.09,603,5716,5400,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese selenide (97mnse.3lise),2.803,1.32,385,2436,5500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese silicide (MnSi2),7.197,2.34,586,4700,5240,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese telluride (95mnte.5mnas),1.255,0.55,402,1695,5700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,manganese telluride (99mnte.nate),1.841,0.8,402,2053,5700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,manganin (Cu84 Ni4 Mn12),22.175,6.77,377,8524,8700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Stone ,Thermtest,marble (avg prop),2.51,1.06,879,2440,2700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Stone ,Thermtest,marble dielectric (CaCO3 99.99),3.766,1.59,879,2989,2700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Fiber ,Thermtest,melamine cellulose filled (mst 95-205),0.314,0.13,1674,873,1450,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,melamine (high dens high k),0.711,0.21,1674,1543,2000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,melamine (low dens low k),0.167,0.07,1674,626,1400,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Fiber ,Thermtest,melamine alpha cellulose filled,0.356,0.14,1674,945,1500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,melamine asbestos filled (mst 95-205),0.628,0.2,1674,1394,1850,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,melamine fabric or flock filled,0.444,0.17,1674,1062,1520,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Glass Fiber ,Thermtest,melamine glass fiber filled (mst 205),0.481,0.15,1674,1237,1900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mendelevium,12.552,8.34,126,4348,12000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,mercury (liquid),8.368,4.49,138,3950,13500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mercury chloride (HgCl2),1.297,0.84,285,1417,5440,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,methane (CH4) (gas),0.034,21,2259,7,0.7167,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,methanol,0.202,0.17,1470,488,801,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Solid ,Thermtest,mica (single crystal) (a or b axes),4.184,1.79,837,3131,2800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Solid ,Thermtest,mica (single crystal) (c axis),0.711,0.3,837,1291,2800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Solid ,Thermtest,mica (single crystal) (synthetic) (98d),2.092,0.9,837,2210,2790,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Stone ,Thermtest,mica brick (red or white) (avg prop),0.167,0.29,837,309,680,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mica insulating powder,0.121,0.44,837,183,330,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Soil Stone ,Thermtest,missouri fireclay brick,1.004,0.67,753,1230,2000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,mmh (monomethyl hydrazine),0.25,0.0969,2950,803.1,875,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mock h.e. 90010 (pbx-9404 mech mock),0.532,0.24,1255,1090,1780,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mock h.e. lm-04-0 h4-048-a294-3,1.004,0.61,962,1282,1700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mock h.e. lm-04-0 h7-048-a522.1,0.527,0.28,1109,997,1700,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mock h.e. rm-04-bg (lx-04-1 mech mock),0.115,0.06,962,454,1870,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum,133.89,53.2,247,18363,10200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum alloy (Mo Bal Fe 0.25),138.07,49,276,19719,10200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum alloy (Mo70 W30),123.01,61.6,201,15669,9940,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum alloy (Mo99.5 Ti0.5),117.15,45,255,17463,10200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum beryllide (MoBe12),41.84,13.2,1088,11521,2916,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum carbide (Mo2C),20.92,6.69,347,8086,9000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum nitride (Mo2N),17.154,6.93,310,6518,8000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum selenide (MoSe2),2.301,1.53,301,1862,5000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum silicide (MoSi2),45.187,17.3,418,10879,6260,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,molybdenum telluride (mote2),2.008,1.62,226,1580,5500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Liquid,Thermtest,mtbe (methyl tert-butyl ether),0.12,0.0776,2090,430.8,740,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mulberry (U90 Nb7.5 Zr2.5),10.46,4.33,146,5027,16500,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,mullite (3Al2O3.2SiO2) (100 pc dense),6.276,2.56,766,3921,3200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,n-dodecane,0.14,0.0809,2220,492.2,780,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,neodymium,12.97,9.43,197,4225,7000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,neodymium boride (NdB6) (97.3 pc dense),47.279,15.7,628,11934,4800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Gas ,Thermtest,neon (gas),0.049,52.4,1029,7,0.8999,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Rubber ,Thermtest,neoprene rubber,0.192,0.07,2176,724,1250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,neptunium,12.552,5.56,126,5325,18000,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,n-heptane,0.13,0.0856,2220,444.3,684,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,n-hexadecane (cetane),0.15,0.0878,2210,506.2,773,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Raw material,Thermtest,n-hexane,0.12,0.0807,2260,422.4,658,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel,87.864,22.3,444,18623,8900,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy (Ni35 Cr20 Fe45),12.97,3.55,460,6889,7950,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy (Ni60 Cr16 Fe24),13.389,3.53,460,7130,8250,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy (Ni62 Cr12 Fe26),13.389,3.55,460,7108,8200,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy (Ni99.5) low c 220 225,60.668,14.8,460,15754,8890,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy 330 (Ni99.55) (annealed),60.668,14.9,460,15719,8850,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy a (Ni99.4) (annealed),66.944,17.1,439,16169,8890,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy calite n,13.807,3.65,460,7227,8220,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy chlorimet 3,12.552,3.65,385,6572,8940,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy constantan (Ni45 Cu55),22.175,6.28,398,8852,8890,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy corrosist,20.92,5.83,460,8666,7800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy d and e,44.769,11.1,460,13465,8800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy duranickel (and -r) (hard),19.665,5.47,435,8407,8260,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy duranickel (and -r) (soft),18.41,5.12,435,8134,8260,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy durimet 20 (cast),20.92,5.74,460,8732,7920,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy hastelloy a (annealed),9.623,2.78,393,5771,8800,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy hastelloy b,10.46,2.97,381,6066,9240,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
Metal ,Thermtest,nickel alloy hastelloy c,10.46,3.04,385,5999,8940,Mediumsoooth,0.9,0.7,0.7,MATERIALS THERMAL PROPERTIES DATABASE(https://thermtest.com/materials-database),2018
